Vendor,Product,Product Number,Serial Number,MAC,Software,Release Year?,Location
Moxa Nport Device,Mablethorpe,,,00:90:e8:12:79:c2,,,
Moxa Nport Device,GSHP,,,00:90:e8:12:97:96,,,
Moxa Nport Device,Kejzarjeva+AF8-37A,,,00:90:e8:12:98:d3,,,
Moxa Nport Device,Kej37,,,00:90:e8:12:99:03,,,
Moxa Nport Device,NP5110+AF8-3136,,,00:90:e8:12:a4:80,,,
Moxa Nport Device,Szpital+AF8-Brzozow,,,00:90:e8:12:a5:0d,,,
Moxa Nport Device,NP5110+AF8-3521,,,00:90:e8:12:a6:01,,,
Moxa Nport Device,NP5110+AF8-SOSNOWIEC,,,00:90:e8:12:a6:2d,,,
Moxa Nport Device,NP5110+AF8-4204,,,00:90:e8:12:a8:ac,,,
Moxa Nport Device,NOHEVA+AF8-VO1,,,00:90:e8:12:a9:af,,,
Moxa Nport Device,NE+AC0-4000T,,,00:90:e8:12:b4:39,,,
Moxa Nport Device,NP5150+AF8-Earthquake,,,00:90:e8:13:03:7a,,,
Moxa Nport Device,NE+AC0-4100T+AF8-39,,,00:90:e8:13:25:5a,,,
Moxa Nport Device,NE+AC0-4100T+AF8-234,,,00:90:e8:13:26:1d,,,
Moxa Nport Device,NE+AC0-4100T+AF8-542,,,00:90:e8:13:27:51,,,
Moxa Nport Device,EKARMT05,,,00:90:e8:13:2f:cf,,,
Moxa Nport Device,BM+AF8-5210,,,00:90:e8:13:30:26,,,
Moxa Nport Device,NP5210+AF8-806,,,00:90:e8:13:30:29,,,
Moxa Nport Device,Raikin,,,00:90:e8:13:4d:cc,,,
Moxa Nport Device,NP5110+AF8-448,,,00:90:e8:13:4e:78,,,
Moxa Nport Device,NP5110+AF8-560,,,00:90:e8:13:4e:e8,,,
Moxa Nport Device,NP5110+AF8-130,,,00:90:e8:13:4f:1a,,,
Moxa Nport Device,NP5110+AF8-312,,,00:90:e8:13:55:43,,,
Moxa Nport Device,NP5110+AF8-815,,,00:90:e8:13:57:3a,,,
Moxa Nport Device,NP5110+AF8-1488,,,00:90:e8:13:59:db,,,
Moxa Nport Device,NE+AC0-4100T+AF8-1270,,,00:90:e8:13:68:0b,,,
Moxa Nport Device,NE+AC0-4100T+AF8-1289,,,00:90:e8:13:68:1e,,,
Moxa Nport Device,NE+AC0-4100T+AF8-1309,,,00:90:e8:13:68:32,,,
Moxa Nport Device,NE+AC0-4100T+AF8-1626,,,00:90:e8:13:69:6f,,,
Moxa Nport Device,NE+AC0-4100T+AF8-1713,,,00:90:e8:13:69:c6,,,
Moxa Nport Device,NE+AC0-4100T+AF8-1716,,,00:90:e8:13:69:c9,,,
Moxa Nport Device,NE+AC0-4100T+AF8-1718,,,00:90:e8:13:69:cb,,,
Moxa Nport Device,NE+AC0-4100T+AF8-2390,,,00:90:e8:13:6c:6b,,,
Moxa Nport Device,NP5150+AF8-96,,,00:90:e8:13:7d:5e,,,
Moxa Nport Device,ZPECtemp,,,00:90:e8:13:7d:7f,,,
Moxa Nport Device,NP5230+AF8-79,,,00:90:e8:13:83:ad,,,
Moxa Nport Device,NP5230+AF8-80,,,00:90:e8:13:83:ae,,,
Moxa Nport Device,NP5230+AF8-124,,,00:90:e8:13:83:da,,,
Moxa Nport Device,NP5230+AF8-125,,,00:90:e8:13:83:db,,,
Moxa Nport Device,NP5230+AF8-169,,,00:90:e8:13:84:07,,,
Moxa Nport Device,5232+AC0-N+AF8-25645,,,00:90:e8:14:12:f1,,,
Moxa Nport Device,NP5232+AF8-266,,,00:90:e8:14:13:13,,,
Moxa Nport Device,5232+AC0-N+AF8-25684,,,00:90:e8:14:13:18,,,
Moxa Nport Device,NP5230+AF8-26344,,,00:90:e8:14:14:9e,,,
Moxa Nport Device,NP5230+AF8-26438,,,00:90:e8:14:14:fc,,,
Moxa Nport Device,NP5110+AF8-28151,,,00:90:e8:14:1a:48,,,
Moxa Nport Device,NP5110+AF8-28188,,,00:90:e8:14:1a:6d,,,
Moxa Nport Device,Szeged,,,00:90:e8:14:1a:a3,,,
Moxa Nport Device,NP5110+AF8-28510,,,00:90:e8:14:1b:af,,,
Moxa Nport Device,NP5110+AF8-29078,,,00:90:e8:14:1d:e7,,,
Moxa Nport Device,NP5110+AF8-859,,,00:90:e8:14:24:dc,,,
Moxa Nport Device,NP5110+AF8-1318,,,00:90:e8:14:26:a7,,,
Moxa Nport Device,NP5110+AF8-Centrumafsl.,,,00:90:e8:14:26:dd,,,
Moxa Nport Device,NP5110+AF8-31528,,,00:90:e8:14:27:79,,,
Moxa Nport Device,NP5110+AF8-31529,,,00:90:e8:14:27:7a,,,
Moxa Nport Device,NP5130+AF8-Markt,,,00:90:e8:14:2f:fb,,,
Moxa Nport Device,NP5210+AF8-58938,,,00:90:e8:14:33:87,,,
Moxa Nport Device,TALLIN,,,00:90:e8:14:40:ca,,,
Moxa Nport Device,NE+AC0-4110A+AF8-1074,,,00:90:e8:14:41:67,,,
Moxa Nport Device,NP5110+AF8-4222,,,00:90:e8:14:4d:36,,,
Moxa Nport Device,NP5110+AF8-4263,,,00:90:e8:14:4d:5f,,,
Moxa Nport Device,Svetofor+AF8-Luberci,,,00:90:e8:14:4f:73,,,
Moxa Nport Device,NP5110+AF8-5299,,,00:90:e8:14:51:6b,,,
Moxa Nport Device,NP5110+AF8-5537,,,00:90:e8:14:52:59,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:14:52:a3,,,
Moxa Nport Device,NP5110+AF8-6610,,,00:90:e8:14:56:8a,,,
Moxa Nport Device,NP5110+AF8-6648,,,00:90:e8:14:56:b0,,,
Moxa Nport Device,NP5110+AF8-7415,,,00:90:e8:14:59:af,,,
Moxa Nport Device,NP5610+AC0-16+AF8-7913,,,00:90:e8:14:5b:a1,,,
Moxa Nport Device,5232+AC0-N+AF8-98493,,,00:90:e8:14:5f:52,,,
Moxa Nport Device,BMH271+AF8-NP5610,,,00:90:e8:14:87:42,,,
Moxa Nport Device,BMH271+AF8-NP5610,,,00:90:e8:14:87:48,,,
Moxa Nport Device,NP5430+AF8-958,,,00:90:e8:14:8a:54,,,
Moxa Nport Device,NP5430+AF8-Brandevoort,,,00:90:e8:14:8a:ce,,,
Moxa Nport Device,NP5110+AF8-2324,,,00:90:e8:14:8c:58,,,
Moxa Nport Device,NP5110+AF8-2422,,,00:90:e8:14:8c:ba,,,
Moxa Nport Device,NP5110+AF8-3909,,,00:90:e8:14:92:89,,,
Moxa Nport Device,NP5110+AF8-4219,,,00:90:e8:14:93:bf,,,
Moxa Nport Device,NP5110+AF8-4577,,,00:90:e8:14:95:25,,,
Moxa Nport Device,NP5110+AF8-5219,,,00:90:e8:14:97:a7,,,
Moxa Nport Device,NP5110+AF8-5838,,,00:90:e8:14:9a:12,,,
Moxa Nport Device,NP5110+AF8-6066,,,00:90:e8:14:9a:f6,,,
Moxa Nport Device,NP5210+AF8-59987,,,00:90:e8:14:9e:8f,,,
Moxa Nport Device,NP5130+AF8-3885,,,00:90:e8:14:c0:9e,,,
Moxa Nport Device,NE+AC0-4110S+AF8-8555,,,00:90:e8:14:c9:11,,,
Moxa Nport Device,Manzanola+AF8-Moxa,,,00:90:e8:14:ec:cd,,,
Moxa Nport Device,NP5450+AF8-2673,,,00:90:e8:14:ed:ff,,,
Moxa Nport Device,Mehanizatorov,,,00:90:e8:14:ee:30,,,
Moxa Nport Device,NP5450+AF8-5435,,,00:90:e8:14:ee:8b,,,
Moxa Nport Device,NP5450+AF8-5435,,,00:90:e8:14:ee:95,,,
Moxa Nport Device,NE+AC0-4100T+AF8-5392,,,00:90:e8:14:ef:02,,,
Moxa Nport Device,NE+AC0-4100T+AF8-5480,,,00:90:e8:14:ef:5a,,,
Moxa Nport Device,NE+AC0-4100T+AF8-5776,,,00:90:e8:14:f0:82,,,
Moxa Nport Device,NE+AC0-4100T+AF8-5793,,,00:90:e8:14:f0:93,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6154,,,00:90:e8:14:f1:fc,,,
Moxa Nport Device,NE+AC0-4100T+AF8-5914,,,00:90:e8:14:f2:c8,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6526,,,00:90:e8:14:f3:70,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6898,,,00:90:e8:14:f4:e4,,,
Moxa Nport Device,GLIWICE,,,00:90:e8:14:f5:62,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7052,,,00:90:e8:14:f5:7e,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7064,,,00:90:e8:14:f5:8a,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7076,,,00:90:e8:14:f5:96,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7081,,,00:90:e8:14:f5:9b,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7116,,,00:90:e8:14:f5:be,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7122,,,00:90:e8:14:f5:c4,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7135,,,00:90:e8:14:f5:d1,,,
Moxa Nport Device,PWG,,,00:90:e8:15:0b:02,,,
Moxa Nport Device,5210+AC0-N+AF8-7484,,,00:90:e8:15:0b:26,,,
Moxa Nport Device,NP5210+AF8-7487,,,00:90:e8:15:0b:29,,,
Moxa Nport Device,moxa+AC0-msk+AC0-1,,,00:90:e8:15:19:2f,,,
Moxa Nport Device,NP5110+AF8-213,,,00:90:e8:15:2f:26,,,
Moxa Nport Device,NP5110+AF8-1577,,,00:90:e8:15:34:7a,,,
Moxa Nport Device,NP5110+AF8-3148,,,00:90:e8:15:3a:9d,,,
Moxa Nport Device,Banachiewicza+AF8-17,,,00:90:e8:15:4a:17,,,
Moxa Nport Device,Sklodowska+AF8-18a,,,00:90:e8:15:4c:4d,,,
Moxa Nport Device,NP5150+AF8-6287,,,00:90:e8:15:4c:a6,,,
Moxa Nport Device,NP5150+AF8-6430+AF8-ks131b,,,00:90:e8:15:4d:35,,,
Moxa Nport Device,NP5450+AF8-6813,,,00:90:e8:15:5f:1f,,,
Moxa Nport Device,NP5450+AF8-5435,,,00:90:e8:15:5f:43,,,
Moxa Nport Device,moxa FW Multi,,,00:90:e8:15:67:b5,,,
Moxa Nport Device,NP6610+AC0-32+AF8-5353,,,00:90:e8:15:67:c9,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:15:69:da,,,
Moxa Nport Device,NP5110+AF8-1504,,,00:90:e8:15:69:f8,,,
Moxa Nport Device,+AF8-84,,,00:90:e8:15:69:fa,,,
Moxa Nport Device,NP5110+AF8-1532,,,00:90:e8:15:6a:14,,,
Moxa Nport Device,NP5110+AF8-1534,,,00:90:e8:15:6a:16,,,
Moxa Nport Device,NP5110+AF8-1539,,,00:90:e8:15:6a:1b,,,
Moxa Nport Device,NP5110+AF8-1549,,,00:90:e8:15:6a:25,,,
Moxa Nport Device,NP5110+AF8-1557,,,00:90:e8:15:6a:2d,,,
Moxa Nport Device,NP5110+AF8-1672,,,00:90:e8:15:6a:a0,,,
Moxa Nport Device,NP5110+AF8-1788,,,00:90:e8:15:6b:14,,,
Moxa Nport Device,NP5110+AF8-1794,,,00:90:e8:15:6b:1a,,,
Moxa Nport Device,avtozavodskaya,,,00:90:e8:15:6b:32,,,
Moxa Nport Device,80,,,00:90:e8:15:6b:41,,,
Moxa Nport Device,chap70a,,,00:90:e8:15:6b:ac,,,
Moxa Nport Device,NP5110+AF8-1950,,,00:90:e8:15:6b:b6,,,
Moxa Nport Device,NP5110+AF8-2119,,,00:90:e8:15:6c:5f,,,
Moxa Nport Device,NP5110+AF8-2147,,,00:90:e8:15:6c:7b,,,
Moxa Nport Device,NP5110+AF8-2194,,,00:90:e8:15:6c:aa,,,
Moxa Nport Device,NP5110+AF8-2350,,,00:90:e8:15:6d:46,,,
Moxa Nport,Devicekopot3,,,00:90:e8:15:6d:a3,,,
Moxa Nport Device,NP5110+AF8-2577,,,00:90:e8:15:6e:29,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:15:6e:c7,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:15:6e:d2,,,
Moxa Nport Device,NP5110+AF8-2858,,,00:90:e8:15:6f:42,,,
Moxa Nport Device,NP5110+AF8-2916,,,00:90:e8:15:6f:7c,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:15:6f:85,,,
Moxa Nport Device,NP5110+AF8-2943,,,00:90:e8:15:6f:97,,,
Moxa Nport Device,lamma+AF8-fi,,,00:90:e8:15:6f:ef,,,
Moxa Nport Device,NP5110+AF8-3207,,,00:90:e8:15:70:9f,,,
Moxa Nport Device,NP5110+AF8-3332,,,00:90:e8:15:71:1c,,,
Moxa Nport Device,NP5110+AF8-3432,,,00:90:e8:15:71:80,,,
Moxa Nport Device,2148,,,00:90:e8:15:78:93,,,
Moxa Nport Device,UA+AC0-Kherson,,,00:90:e8:15:7b:71,,,
Moxa Nport Device,NE+AC0-4100T+AF8-8735,,,00:90:e8:15:85:0b,,,
Moxa Nport Device,NE+AC0-4100T+AF8-8765,,,00:90:e8:15:85:29,,,
Moxa Nport Device,NE+AC0-4100T+AF8-9890,,,00:90:e8:15:89:8e,,,
Moxa Nport Device,NE+AC0-4100T+AF8-9923,,,00:90:e8:15:89:af,,,
Moxa Nport Device,NP5130+AF8-9312,,,00:90:e8:15:9c:12,,,
Moxa Nport Device,NP5410+AF8-8436,,,00:90:e8:15:9e:6f,,,
Moxa Nport Device,MOXA,,,00:90:e8:15:d0:2c,,,
Moxa Nport Device,Domazlice+AF8-MVD+AF8-ACL,,,00:90:e8:15:d8:37,,,
Moxa Nport Device,NP5150+AF8-1528,,,00:90:e8:15:de:2d,,,
Moxa Nport Device,NP5150+AF8-1578,,,00:90:e8:15:de:5f,,,
Moxa Nport Device,Chown+AF8-Hall,,,00:90:e8:15:e6:21,,,
Moxa Nport Device,NP5110+AF8-3818,,,00:90:e8:15:e7:1f,,,
Moxa Nport Device,UPS+AF8-Suv+AF8-206k,,,00:90:e8:15:e7:d1,,,
Moxa Nport Device,NP5110+AF8-4576,,,00:90:e8:15:ea:15,,,
Moxa Nport Device,NP5110+AF8-4584,,,00:90:e8:15:ea:1d,,,
Moxa Nport Device,NP5110,,,00:90:e8:15:ea:34,,,
Moxa Nport Device,+AF8-61+AF8-4,,,00:90:e8:15:ea:36,,,
Moxa Nport Device,NP5110+AF8-4613,,,00:90:e8:15:ea:3a,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:15:ea:c1,,,
Moxa Nport Device,NP5110+AF8-4866,,,00:90:e8:15:eb:37,,,
Moxa Nport Device,POZL,,,00:90:e8:15:eb:4f,,,
Moxa Nport Device,Mac+AF8-Corry,,,00:90:e8:15:ec:69,,,
Moxa Nport Device,Watson,,,00:90:e8:15:ec:6c,,,
Moxa Nport Device,Gord+AF8-Brockington,,,00:90:e8:15:ec:82,,,
Moxa Nport Device,NP5110+AF8-5258,,,00:90:e8:15:ec:bf,,,
Moxa Nport Device,NP5110+AF8-5281,,,00:90:e8:15:ec:d6,,,
Moxa Nport Device,Victoria+AF8-Hall,,,00:90:e8:15:f1:45,,,
Moxa Nport Device,Etherington,,,00:90:e8:15:f1:5d,,,
Moxa Nport Device,Waldron,,,00:90:e8:15:f1:5e,,,
Moxa Nport Device,NP5110+AF8-Brandevoort,,,00:90:e8:15:f5:6c,,,
Moxa Nport Device,NP5110+AF8-7541,,,00:90:e8:15:f5:aa,,,
Moxa Nport Device,NP5110+AF8-7553,,,00:90:e8:15:f5:b6,,,
Moxa Nport Device,NP5110+AF8-7605,,,00:90:e8:15:f5:ea,,,
Moxa Nport Device,vega,,,00:90:e8:16:42:d6,,,
Moxa Nport Device,NP5150+AF8-RemotePLC,,,00:90:e8:16:48:73,,,
Moxa Nport Device,NP5210+AF8-6120,,,00:90:e8:16:4f:18,,,
Moxa Nport Device,NP5210+AF8-6120,,,00:90:e8:16:4f:25,,,
Moxa Nport Device,NP5210+AF8-3487,,,00:90:e8:16:4f:26,,,
Moxa Nport Device,NP5210+AF8-5076,,,00:90:e8:16:50:62,,,
Moxa Nport Device,NP5210+AF8-5229,,,00:90:e8:16:50:fb,,,
Moxa Nport Device,NP5210+AF8-6895,,,00:90:e8:16:51:7c,,,
Moxa Nport Device,NP5210+AF8-3487,,,00:90:e8:16:51:80,,,
Moxa Nport Device,IKDome,,,00:90:e8:16:52:f2,,,
Moxa Nport Device,TCsagecreek,,,00:90:e8:16:55:66,,,
Moxa Nport Device,NP5210+AF8-6120,,,00:90:e8:16:57:7c,,,
Moxa Nport Device,NP5210+AF8-3487,,,00:90:e8:16:57:9e,,,
Moxa Nport Device,NP5210+AF8-3487,,,00:90:e8:16:57:b2,,,
Moxa Nport Device,NP5210+AF8-3487,,,00:90:e8:16:57:c9,,,
Moxa Nport Device,NP5210+AF8-7131,,,00:90:e8:16:58:69,,,
Moxa Nport Device,NP5210+AF8-7256,,,00:90:e8:16:58:e6,,,
Moxa Nport Device,NP5210+AF8-6120,,,00:90:e8:16:59:15,,,
Moxa Nport Device,NP5210+AF8-6120,,,00:90:e8:16:59:25,,,
Moxa Nport Device,NP5210+AF8-3487,,,00:90:e8:16:59:26,,,
Moxa Nport Device,NP5210+AF8-6120,,,00:90:e8:16:59:28,,,
Moxa Nport Device,NP5210+AF8-6120,,,00:90:e8:16:59:2c,,,
Moxa Nport Device,DYRS,,,00:90:e8:16:5c:d6,,,
Moxa Nport Device,NP5110+AF8-8889,,,00:90:e8:16:6a:45,,,
Moxa Nport Device,NP5110+AF8-8554,,,00:90:e8:16:6a:6c,,,
Moxa Nport Device,NP5110+AF8-8889,,,00:90:e8:16:6a:8a,,,
Moxa Nport Device,NP5110+AF8-146,,,00:90:e8:16:6f:4e,,,
Moxa Nport Device,GMX902+ACU-2BGG+ACU-2BCHERVEN+BRI-,,,00:90:e8:16:70:dc,,,
Moxa Nport Device,NP5110+AF8-2113,,,00:90:e8:16:76:fd,,,
Moxa Nport Device,5232+AC0-N+AF8-9826,,,00:90:e8:16:91:ea,,,
Moxa Nport Device,MMB+AC0-TS,,,00:90:e8:16:9f:4d,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-4093,,,00:90:e8:16:a6:4c,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-4093,,,00:90:e8:16:a6:4c,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-4093,,,00:90:e8:16:a6:b0,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-4093,,,00:90:e8:16:a6:b0,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-4093,,,00:90:e8:16:a6:b0,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-4111,,,00:90:e8:16:a6:c2,,,
Moxa Nport Device,OnCell G3150+AF8-4117,,,00:90:e8:16:a6:c8,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-4138,,,00:90:e8:16:a6:dd,,,
Moxa Nport Device,G3150 Rev2.0 TZHG+AC0-0102+AC0-4144,,,00:90:e8:16:a6:e3,,,
Moxa Nport Device,ZaMo SleManY +AC0ALQAtAC0- Was here,,,00:90:e8:16:a6:fc,,,
Moxa Nport Device,ZaMo SlemanY +AC0ALQAtAC0- Hacked By,,,00:90:e8:16:a7:0a,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-V2+AF8-4217,,,00:90:e8:16:a7:2c,,,
Moxa Nport Device,OnCell G3150+AF8-4233,,,00:90:e8:16:a7:3c,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:16:b4:d4,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:16:b4:f2,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:16:b4:f4,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:16:b5:26,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:16:b5:27,,,
Moxa Nport Device,NP5110+AF8-5875,,,00:90:e8:16:b7:09,,,
Moxa Nport Device,NP5110+AF8-5880,,,00:90:e8:16:b7:0e,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:16:b7:21,,,
Moxa Nport Device,82,,,00:90:e8:16:b7:26,,,
Moxa Nport Device,NP5110+AF8-6215,,,00:90:e8:16:b8:5d,,,
Moxa Nport Device,NP5110+AF8-6230,,,00:90:e8:16:b8:6c,,,
Moxa Nport Device,NP5110+AF8-6288,,,00:90:e8:16:b8:a6,,,
Moxa Nport Device,NP5110+AF8-7081,,,00:90:e8:16:bb:bf,,,
Moxa Nport Device,NP5110+AF8-7532,,,00:90:e8:16:bd:82,,,
Moxa Nport Device,66,,,00:90:e8:16:bd:d4,,,
Moxa Nport Device,KIYE+AF8-ARC16,,,00:90:e8:16:bf:d2,,,
Moxa Nport Device,NP5110+AF8-8903,,,00:90:e8:16:c2:47,,,
Moxa Nport Device,NP5110+AF8-9280,,,00:90:e8:16:c3:a1,,,
Moxa Nport Device,SL+AF8-CENTERTON,,,00:90:e8:16:c3:a6,,,
Moxa Nport Device,NP5110+AF8-9464,,,00:90:e8:16:c4:59,,,
Moxa Nport Device,NE+AC0-4110S+AF8-1557,,,00:90:e8:16:d3:bf,,,
Moxa Nport Device,NP5150+AF8-3869+AF8-Lu9,,,00:90:e8:16:e2:da,,,
Moxa Nport Device,NP5150+AF8-4032,,,00:90:e8:16:e3:7d,,,
Moxa Nport Device,Rogacheva+AF8-18a,,,00:90:e8:16:e3:dc,,,
Moxa Nport Device,NP5150+AF8-4315,,,00:90:e8:16:e4:98,,,
Moxa Nport Device,NP5410+AF8-6544,,,00:90:e8:16:e9:56,,,
Moxa Nport Device,NP5110+AF8-5185,,,00:90:e8:16:f5:2b,,,
Moxa Nport Device,Prevodnik+AF8-Autokemp+AF8-na+AF8-Kyselce,,,00:90:e8:16:f6:2d,,,
Moxa Nport Device,Prevodnik+AF8-LTK+AF8-Tenis+AF8-Bilina,,,00:90:e8:16:f6:4a,,,
Moxa Nport Device,NP5110+AF8-6022,,,00:90:e8:16:f7:a8,,,
Moxa Nport Device,NP5110+AF8-6270,,,00:90:e8:16:f8:a0,,,
Moxa Nport Device,NP5110+AF8-6755,,,00:90:e8:16:fa:85,,,
Moxa Nport Device,NP5110+AF8-6781,,,00:90:e8:16:fa:9f,,,
Moxa Nport Device,NP5110+AF8-7087,,,00:90:e8:16:fb:d1,,,
Moxa Nport Device,KBFI+AF8-to+AF8-KSPT+AF8-Arc,,,00:90:e8:16:fb:d5,,,
Moxa Nport Device,NP5110+AF8-7150,,,00:90:e8:16:fc:10,,,
Moxa Nport Device,NP5110+AF8-7225,,,00:90:e8:16:fc:5b,,,
Moxa Nport Device,NP5110+AF8-7677,,,00:90:e8:16:fe:1f,,,
Moxa Nport Device,NP5110+AF8-8636,,,00:90:e8:17:01:de,,,
Moxa Nport Device,NP5110+AF8-8832,,,00:90:e8:17:02:a2,,,
Moxa Nport Device,NP5130+AF8-2685,,,00:90:e8:17:0b:a7,,,
Moxa Nport Device,NP5130+AF8-2841,,,00:90:e8:17:0c:43,,,
Moxa Nport Device,NP5130+AF8-2967,,,00:90:e8:17:0c:c1,,,
Moxa Nport Device,NP5130+AF8-2971,,,00:90:e8:17:0c:c5,,,
Moxa Nport Device,GALEON,,,00:90:e8:17:16:5e,,,
Moxa Nport Device,NP5150+AF8-9706,,,00:90:e8:17:1f:64,,,
Moxa Nport Device,Gateway FontNegra,,,00:90:e8:17:3e:fc,,,
Moxa Nport Device,port 21,,,00:90:e8:17:3f:0e,,,
Moxa Nport Device,NP5130+AF8-8768,,,00:90:e8:17:46:8a,,,
Moxa Nport Device,NP5130+AF8-8774,,,00:90:e8:17:46:90,,,
Moxa Nport Device,NP5130+AF8-8781,,,00:90:e8:17:46:97,,,
Moxa Nport Device,NP5130+AF8-8782,,,00:90:e8:17:46:98,,,
Moxa Nport Device,NP5130+AF8-8834,,,00:90:e8:17:46:cc,,,
Moxa Nport Device,NP5110+AF8-1097,,,00:90:e8:17:4d:43,,,
Moxa Nport Device,NP5110+AF8-1437,,,00:90:e8:17:4e:97,,,
Moxa Nport Device,NP5110+AF8-1568,,,00:90:e8:17:4f:1a,,,
Moxa Nport Device,NP5110+AF8-1704,,,00:90:e8:17:4f:a2,,,
Moxa Nport Device,NP5110+AF8-1748,,,00:90:e8:17:4f:ce,,,
Moxa Nport Device,NP5110+AF8-1749,,,00:90:e8:17:4f:cf,,,
Moxa Nport Device,NP5110+AF8-1750,,,00:90:e8:17:4f:d0,,,
Moxa Nport Device,NP5110+AF8-2222,,,00:90:e8:17:51:a8,,,
Moxa Nport Device,NP5110+AF8-2238,,,00:90:e8:17:51:b8,,,
Moxa Nport Device,NP5110+AF8-2267,,,00:90:e8:17:51:d5,,,
Moxa Nport Device,NP5110+AF8-2501,,,00:90:e8:17:52:bf,,,
Moxa Nport Device,NE+AC0-4110A+AF8-9578,,,00:90:e8:17:57:c3,,,
Moxa Nport Device,NE+AC0-4110S+AF8-73,,,00:90:e8:17:59:b2,,,
Moxa Nport Device,NP5450+AF8-3512,,,00:90:e8:17:60:4a,,,
Moxa Nport Device,NP5450+AF8-3525,,,00:90:e8:17:60:57,,,
Moxa Nport Device,NP5410+AF8-4069,,,00:90:e8:17:62:77,,,
Moxa Nport Device,NorthMarkt,,,00:90:e8:17:72:d3,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:17:86:52,,,
Moxa Nport Device,NP5110+AF8-7237,,,00:90:e8:17:86:5f,,,
Moxa Nport Device,Plavecka,,,00:90:e8:17:86:cc,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:17:8a:77,,,
Moxa Nport Device,NP5110+AF8-8288,,,00:90:e8:17:8a:7a,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:17:8a:83,,,
Moxa Nport Device,NP5110+AF8-8300,,,00:90:e8:17:8a:86,,,
Moxa Nport Device,NP5110+AF8-8770,,,00:90:e8:17:8c:5c,,,
Moxa Nport Device,NP5110+AF8-8835,,,00:90:e8:17:8c:9d,,,
Moxa Nport Device,NE+AC0-4100T+AF8-9501,,,00:90:e8:17:a1:e6,,,
Moxa Nport Device,NE+AC0-4100T+AF8-9930,,,00:90:e8:17:a3:93,,,
Moxa Nport Device,NE+AC0-4100T+AF8-9974,,,00:90:e8:17:a3:bf,,,
Moxa Nport Device,NP5110+AF8-2329,,,00:90:e8:17:a5:a2,,,
Moxa Nport Device,NP5110+AF8-2407,,,00:90:e8:17:a5:f0,,,
Moxa Nport Device,NP5110+AF8-2410,,,00:90:e8:17:a5:f3,,,
Moxa Nport Device,NP5110+AF8-2411,,,00:90:e8:17:a5:f4,,,
Moxa Nport Device,NP5110+AF8-2412,,,00:90:e8:17:a5:f5,,,
Moxa Nport Device,NP5110+AF8-2443,,,00:90:e8:17:a6:14,,,
Moxa Nport Device,NP5110+AF8-2866,,,00:90:e8:17:a7:bb,,,
Moxa Nport Device,NP5110+AF8-2889,,,00:90:e8:17:a7:d2,,,
Moxa Nport Device,NP5110+AF8-2917,,,00:90:e8:17:a7:ee,,,
Moxa Nport Device,Kyrontupa,,,00:90:e8:17:a7:f1,,,
Moxa Nport Device,NP5110+AF8-2925,,,00:90:e8:17:a7:f6,,,
Moxa Nport Device,NP5110+AF8-2932,,,00:90:e8:17:a7:fd,,,
Moxa Nport Device,NP5110+AF8-2979,,,00:90:e8:17:a8:2c,,,
Moxa Nport Device,NP5110+AF8-3131,,,00:90:e8:17:a8:c4,,,
Moxa Nport Device,NP5110+AF8-3133,,,00:90:e8:17:a8:c6,,,
Moxa Nport Device,NP5110+AF8-3143,,,00:90:e8:17:a8:d0,,,
Moxa Nport Device,NP5110+AF8-3145,,,00:90:e8:17:a8:d2,,,
